"Forecast","Outcome"
0.546760698219673,1
0.120255786416565,0
0.233423204643184,0
0.541620348316785,1
0.4246280311047,1
0.211243660358821,1
0.414593323618199,0
0.812325064004169,0
0.423721305231405,0
0.463026825912161,0
0.84188800348406,1
0.538723574796463,0
0.314554234548648,0
0.739167888618306,0
0.382507426745532,0
0.485319135961067,1
0.239148899744526,0
0.327895777664501,1
0.154742422983285,0
0.208928897072046,1
0.949877039871169,1
0.166901371673569,0
0.56290120023962,0
0.239079583413126,0
0.267837487161926,1
0.118172866429704,0
0.635389245639102,1
0.221846307440083,0
0.345341208574026,0
0.406674932220003,0
0.182761109905757,0
0.344168893445119,1
0.284829078236355,1
0.693610054055368,0
0.446981132137785,1
0.278345775879705,0
0.496379096501976,0
0.577191786138201,1
0.731479896797156,1
0.45489645123426,1
0.455917398463885,0
0.679082153405902,1
0.648449866231565,0
0.554648102787493,0
0.584004633246073,0
0.141337577825403,0
0.750284581223069,1
0.847810323712406,1
0.321389229799836,0
0.603049473906287,1
0.573535716342999,0
0.699279573109408,0
0.340969889327994,0
0.301597309648838,0
0.468400009435878,0
0.758068681429722,1
0.0929838081292946,1
0.151680570782529,0
0.684281444448578,1
0.580136990434393,1
0.818235994532263,0
0.368138128657525,0
0.607792462723921,0
0.407261519083609,1
0.340561645592348,0
0.218637682710817,1
0.0996592262775923,0
0.158420715878111,0
0.607032201281739,0
0.818260229915307,1
0.793737303210984,0
0.282827747554806,1
0.403310596758098,1
0.48006148727715,0
0.801948862152845,1
0.192010128308854,0
0.726509882478881,0
0.401824261884919,0
0.434382720149874,1
0.0536997202932294,0
0.370333751417467,1
0.640412909170036,0
0.78569752836092,1
0.806423139561885,1
0.775493091706454,1
0.28848741911559,0
0.278601631256241,1
0.473159950142789,0
0.410340241243896,1
0.413790105998037,1
0.174595574673471,1
0.286270721926524,0
0.40818001652833,0
0.52365824340065,1
0.323686304202971,0
0.36966064693587,0
0.661586893702317,1
0.473287301999613,1
0.361633123863321,1
0.478091360198538,1
0.941607079704579,1
0.478508444415392,1
0.820063896118869,1
0.34834356228627,0
0.300813833440265,0
0.697051937854393,1
0.562832925515947,1
0.758431165447138,0
0.35857343059501,1
0.28586780954139,0
0.241690240605812,0
0.686908141368163,1
0.861156970994158,1
0.842794764656643,1
0.558442140931748,1
0.692032230981829,1
0.935435904560311,1
0.439261639901812,0
0.385191642372942,0
0.413839076068438,0
0.446056052410348,0
0.285305177784142,0
0.58763993553807,0
0.43569080312327,0
0.686508846390915,0
0.623078057307213,1
0.447318350843712,1
0.571903630440497,1
0.751875166998642,1
0.768848919792011,1
0.448890192174118,1
0.14973939970128,0
0.179603449275461,0
0.572613069883566,0
0.953482481020492,1
0.486477313313527,0
0.493200384729219,1
0.0790860203545141,0
0.18254532548483,0
0.573408344584043,1
0.278827057184367,0
0.136100326490225,0
0.810815370332965,1
0.797069464187912,0
0.259553017761368,0
0.31704454394323,0
0.520774954630002,1
0.513510652047787,0
0.246124693759823,1
0.860287592822971,1
0.507833808430363,0
0.736980655615034,1
0.815074177689484,1
0.637485138530089,0
0.728904601509579,1
0.324042932586635,0
0.862618115072821,1
0.573030442005857,0
0.233891110176139,0
0.412848087327702,0
0.587569257786493,1
0.463558144584353,1
0.272579550753798,0
0.555324432402816,0
0.250864229348358,1
0.714261743226712,1
0.0702851797808875,0
0.473285730346392,0
0.251530089155343,1
0.697346959766172,1
0.350217292787934,0
0.726846706827457,1
0.73430783203699,1
0.411857336486253,1
0.0683472516940591,0
0.229358393416974,0
0.316898116730269,0
0.34050961849504,1
0.694384610327396,1
0.563453677209447,0
0.139266178444609,0
0.802399369510503,0
0.654191211188446,0
0.766343818199623,1
0.604299143024932,0
0.194612663893148,0
0.250979479216497,0
0.743203390425783,1
0.636683639554351,1
0.400267306878414,0
0.768282777472307,0
0.583422104575243,1
0.244319508598441,0
0.732186417832136,0
0.615804721480561,0
0.653731254113279,1
0.464370028903252,0
0.410306280875576,0
0.455264721930168,1
0.985717950550748,1
0.739556387804486,1
0.647829973988577,1
0.454426720071055,0
0.910092110300918,1
0.311876082819994,1
0.0927903716472838,0
0.360508501883397,0
0.465950737479858,0
0.717134623483621,1
0.528074687926276,0
0.673673064082141,1
0.60216776064295,1
0.231852927998012,0
0.304982091130745,1
0.915386013957957,1
0.158541504619347,0
0.384760107934097,1
0.271151376982819,0
0.506475347437892,0
0.867843205210548,1
0.184537499842075,1
0.140216126074608,0
0.339392936992273,0
0.656056902753418,0
0.355679258370356,1
0.649320926619599,1
0.56331796749336,0
0.124841575133209,0
0.433775866217747,1
0.789391329300902,1
0.454550565497651,0
0.704720496674461,1
0.327923501260463,0
0.704878061196326,1
0.472855146534596,0
0.202622832646977,0
0.748909255829055,1
0.398197972279756,0
0.263275485442372,0
0.170737888542669,0
0.403457389054917,0
0.829478642792976,1
0.519253130599681,0
0.266446834127334,0
0.749887589898399,1
0.986519534228988,1
0.214610833101904,0
0.447425270906868,0
0.152994012574676,0
0.587265530433841,1
0.0965975044171411,0
0.774956956178558,0
0.321318303972237,0
0.3768369433862,1
0.390382079845903,1
0.379734066647043,0
0.65871150006783,1
0.586747470479862,0
0.325063521796676,1
0.850893420924258,1
0.059393471745293,0
0.664275339732105,1
0.382657856087174,0
0.729366299028104,1
0.241909142461124,1
0.902720780934577,1
0.544622467124577,0
0.515072533310053,1
0.558265128541241,1
0.791903393691009,1
0.240507223241427,0
0.458247881451361,0
0.217008657590425,1
0.63353607988549,0
0.689870668224905,0
0.713261664935379,1
0.29278162707095,0
0.108628108130634,0
0.61153638708541,1
0.499160719633101,1
0.150096400716596,0
0.357587450039831,1
0.417420258207579,0
0.132666250768019,0
0.569322148253423,1
0.919200362307921,1
0.642849043700054,1
0.380795479246,1
0.751476123888817,1
0.627075459320417,1
0.60042888520088,1
0.523533778252193,1
0.895257393924173,1
0.470880437785655,1
0.602299591717743,1
0.436547971359143,0
0.422720765655842,0
0.300970385025411,0
0.431698241910068,1
0.584762206733024,0
0.523160925089444,0
0.190129712529267,0
0.725465959033586,0
0.13948926280096,0
0.495236278446879,1
0.174343758392564,0
0.639853295299251,1
0.741538323366462,1
0.486009435729276,0
0.744178128677118,1
0.276503619880971,1
0.877869859819856,0
0.121620323797932,0
0.489602294091475,0
0.341187964057301,0
0.160753409371276,0
0.345154743958099,1
0.494724578744311,1
0.491510310216822,1
0.561561146602085,1
0.553819386473765,0
0.293616707471332,0
0.387547323699803,1
0.609923529617043,0
0.468011359245491,0
0.609824883164515,0
0.483542564350792,0
0.571146142291883,1
0.444604717245851,0
0.432713892294643,0
0.651507566218066,0
0.351569957702876,0
0.557819879713921,1
0.665341995223641,1
0.503979804332805,1
0.44394378065368,1
0.250162854985396,0
0.942386708881305,1
0.370911282764992,0
0.605153050748078,0
0.274910093799746,0
0.395766493884499,0
0.459764336194391,1
0.772866063546424,1
0.754859541632669,1
0.401760352668791,1
0.247289510416674,1
0.658420453170644,1
0.0812452987505973,0
0.455599280160039,1
0.627676561689425,0
0.504416845802364,1
0.29855378371972,0
0.70295140844825,1
0.353346608976171,0
0.565800873908293,1
0.125564465244433,1
0.134418804047158,0
0.753118561424809,1
0.21279138150357,1
0.075683119749529,0
0.190334899105071,0
0.482260235225203,0
0.54880051370293,0
0.511475004800727,1
0.800298561156269,1
0.491771745770284,1
0.137704418788315,0
0.418220158706817,1
0.701277604486625,0
0.427659276641456,0
0.260147866188124,1
0.445939107431179,1
0.581056850821672,0
0.434517348320104,1
0.756504133827585,1
0.295720709216153,0
0.701085875641067,1
0.696869157877022,1
0.769568357515244,1
0.616493556425721,0
0.843769414913352,1
0.756953547066344,1
0.300994353122347,1
0.861567691199103,1
0.351661231034297,0
0.538879908183803,0
0.780785703781249,1
0.916755016183048,1
0.114500619878713,0
0.75654613812628,0
0.354281663877107,0
0.320471744274583,0
0.267772879952884,0
0.576689569433157,1
0.450489926011049,0
0.780630670211994,0
0.324322217033499,0
0.558407736527921,0
0.409351244143984,1
0.165124309361236,1
0.510397898780827,0
0.643306298234131,1
0.333971561001979,0
0.396849303471162,1
0.540737007247665,0
0.305419044212855,1
0.304088991575476,0
0.337329828328052,0
0.170876337906739,0
0.283716573979167,0
0.594378401412534,1
0.588652909118153,0
0.351393034306857,1
0.279314023570664,0
0.742709722601501,1
0.422181856845612,1
0.784842315816515,1
0.331799348673286,1
0.44098948565254,0
0.527342699375735,1
0.524901845434068,1
0.196865228003657,0
0.622655898530392,1
0.307151330509793,1
0.572177910922968,0
0.672295146267793,1
0.601665901835225,0
0.463672200721479,0
0.808775287808046,1
0.634655005943926,1
0.475605232366121,1
0.225525411224917,1
0.770580845937989,1
0.374571740044039,0
0.216117249031931,0
0.206332553227192,0
0.0409386991316093,0
0.162605802521608,1
0.666919433109334,1
0.516876530515042,0
0.87829131032641,1
0.395305362448235,1
0.2044648647849,0
0.221485937853054,0
0.220135183100935,1
0.80658758275554,1
0.348871608844322,0
0.771421438374535,1
0.614165381768778,1
0.906351625313873,1
0.54179659920588,1
0.529214468090537,0
0.418074024893795,1
0.45859349861343,0
0.368666054076608,1
0.567958692443872,0
0.830647845736201,0
0.605130007495027,0
0.854842555553861,1
0.534125555805249,1
0.630505751965425,0
0.245682069819625,0
0.194671934942088,0
0.593396761889449,1
0.293356688467555,0
0.427205021904483,1
0.43558012482718,1
0.711146273451422,1
0.798400962133598,1
0.410880703574578,1
0.247359773083741,0
0.889416731046625,0
0.687518886355067,1
0.535422993806719,1
0.357038665127619,0
0.861307998214455,1
0.424905983542036,0
0.664297330377383,1
0.451951607109054,0
0.639236627398556,1
0.734998474288555,0
0.3995809320048,1
0.339753526183649,0
0.55499395352777,0
0.256994406162888,0
0.157718911079958,0
0.779089155973858,1
0.907552404408956,1
0.836034926739157,1
0.726849376036582,1
0.489308228556331,0
0.426373666140606,1
0.318931150084371,0
0.378945050429297,0
0.715695646189509,1
0.780918100176755,0
0.242508558894299,0
0.005965237620557,0
0.303806975241664,1
0.301765863071836,1
0.571301223525552,1
0.605494567247938,1
0.556107423729554,1
0.557079226329583,1
0.415273081388008,0
0.33417700241495,0
0.199569808694928,0
0.631505155862901,1
0.781231191964744,0
0.225705422962301,0
0.362608419998265,0
0.205684474525345,0
0.748771030453589,1
0.640865108639361,1
0.453267326237744,1
0.879553079139053,1
0.522829098332523,0
0.62043814703734,1
0.865843262086265,1
0.436534146295836,1
0.682238098742623,1
0.925240664676098,1
0.543205329403227,1
0.42942277724879,1
0.462271960671205,0
0.504104683564585,1
0.833416814385176,1
0.599026748546827,1
0.535160253224013,0
0.290994967355219,0
0.178832494807443,0
0.181945267441163,0
0.543575362772944,1
0.126205658129624,0
0.537570336549216,0
0.678941857713878,1
0.745392903695813,1
0.0738855325695536,0
0.387310336919917,0
0.554644742425742,0
0.619148750563009,1
0.252519617510295,0
0.46866012920064,1
0.340419798350379,0
0.553522939335544,1
0.789151840582976,1
0.331039104241794,0
0.734877573361579,1
0.371821826279033,0
0.625811428298858,0
0.0679803946668071,0
0.327429189658656,1
0.598163973223006,1
0.369677435821983,0
0.545094883131798,1
0.535691331910794,1
0.705406930938954,0
0.713387364744564,1
0.329164618781949,0
0.664794016835818,1
0.942739687388789,1
0.522234508453312,0
0.331103551647938,0
0.176619675893828,1
0.324681935853297,1
0.73952829602904,1
0.580775961367121,1
0.78607198640912,1
0.600489656028193,1
0.126790969433294,0
0.72611947480754,1
0.79281102001338,0
0.350673998848772,0
0.223247160006455,1
0.666617598981376,0
0.560927134953212,0
0.362846022972918,1
0.519774599613653,0
0.532637203285672,1
0.545821320172711,1
0.847370052004127,1
0.381263350700734,0
0.165566160992832,1
0.320655063490821,0
0.186818270691823,0
0.317645020288949,0
0.457627502392584,1
0.619821777332046,0
0.419023326733161,1
0.374117405856748,0
0.691051470794447,1
0.740032261670468,1
0.392636188327916,1
0.717499067554123,1
0.577584962834553,0
0.172969683399762,0
0.331427552931631,0
0.0662190342456713,0
0.204912919294862,0
0.434836141003422,0
0.216677257225282,0
0.677713293438742,1
0.438118204360841,0
0.940098599684774,1
0.363906502353297,0
0.536354621324844,1
0.192329852795916,0
0.070020167335724,0
0.376825904054255,0
0.0980700883926999,0
0.189813407765876,0
0.39414865242268,0
0.230602801086983,0
0.440862262256667,1
0.300314678396664,0
0.3749366062669,0
0.363003072421543,1
0.592682907402007,0
0.0769268710969473,0
0.480774662583794,1
0.65225933847652,0
0.555815020298839,0
0.820413101409839,1
0.76201779968612,0
0.588923715379343,1
0.595134417766195,1
0.355425560659044,0
0.29334202409779,1
0.354569032147082,1
0.366045331171527,1
0.371922165954761,0
0.352786860557306,0
0.286642282461472,1
0.355143543193273,1
0.50020465308936,1
0.231550067377101,1
0.560583855516917,1
0.321002873506269,1
0.428665387722398,0
0.518035843885299,1
0.318724079278757,1
0.80033967467945,1
0.259153860309824,0
0.565000915706066,0
0.35179063745844,1
0.0661216954756967,0
0.621452610584003,1
0.375440536852182,0
0.926558312510516,1
0.402983070117241,1
0.487463216625136,0
0.657264713379129,1
0.824249744690955,1
0.521930200799978,1
0.576878952217204,1
0.490923135492838,0
0.67749108982363,1
0.82451456359429,0
0.910858397117865,1
0.26169303597416,0
0.382839206476353,0
0.204413072248528,0
0.665113225996465,1
0.0784304580753788,0
0.619488408294388,0
0.47786511887941,1
0.408926071681588,0
0.134595586551091,0
0.705501537215816,1
0.521753878724474,0
0.193959840391296,0
0.741673156620094,1
0.308295993983834,0
0.892610279388838,0
0.0338023078284423,0
0.0853944246621701,0
0.313184249815022,0
0.712418276589618,1
0.796997346148818,1
0.329511049541044,1
0.392118339721591,1
0.935856369049573,1
0.744977780885349,1
0.430633224704773,1
0.342297230865517,0
0.180569468034486,1
0.850026157616051,1
0.415951524842141,1
0.322479320975751,0
0.248996278849905,0
0.779067910523603,1
0.292275414529729,0
0.755685679951749,1
0.886928825254035,1
0.631087253570965,1
0.300599568822374,0
0.484186396602775,1
0.696286042858182,0
0.717057987369847,1
0.369276238477159,1
0.581996979427171,1
0.37095936520994,0
0.442374424821934,1
0.8404699137352,1
0.52731791648426,0
0.216261716628617,1
0.279575756743321,1
0.741047117133368,0
0.245419178260209,0
0.212918595711871,0
0.843819740684321,1
0.447356563604697,1
0.079810388382266,0
0.519906791500214,1
0.30192408011098,1
0.891245254196483,1
0.840987394716897,1
0.880149937741405,1
0.766110862009744,0
0.54985527203864,1
0.276657033889811,0
0.676522934279816,0
0.417726949750211,1
0.121646789616255,0
0.353524007533505,0
0.67543263078293,1
0.673293638938479,1
0.53418962301626,0
0.709649107780906,1
0.351041948709698,0
0.6010300709935,1
0.436730934117358,1
0.0639076897301638,0
0.857717803826656,1
0.272614509537242,1
0.153230546118188,0
0.511592861196162,1
0.44246296482931,1
0.183031642228079,0
0.53092598426314,0
0.369868175994332,1
0.148120826428566,0
0.706529152865984,1
0.817695168509235,1
0.411933510417523,0
0.689598131636361,0
0.715375331072067,1
0.552622853211303,0
0.531382605702996,1
0.611007866126782,0
0.325693203053332,0
0.77983929640263,0
0.589116904810629,1
0.472615254838817,1
0.295181249798941,0
0.766346755806979,1
0.386616651860012,0
0.48691022549177,1
0.685266931727841,0
0.630272354686256,0
0.564238608104203,0
0.352672665122103,0
0.193205262511585,0
0.59646206347667,0
0.549818354292363,1
0.239610049457444,1
0.495660030511344,0
0.908427250457944,1
0.664700210044333,0
0.806779689544344,1
0.406689691863408,1
0.52113818581857,0
0.597748187121884,1
0.645593698673741,1
0.277649133678883,0
0.403644562335397,1
0.863592421797832,1
0.743785417193199,1
0.271561476951187,0
0.402869571012402,1
0.811472511944811,1
0.388284320802136,0
0.8681203547039,1
0.785429909728117,1
0.680000264190227,0
0.625005304048096,0
0.725643581615486,0
0.571800058555397,0
0.702903704680741,1
0.547020951284651,1
0.319627207026209,1
0.775681571865143,1
0.47416840007198,0
0.586194349051204,0
0.541633061682523,0
0.477114175537856,1
0.457429612253748,0
0.438457732062887,1
0.564979994245195,0
0.319084940473194,0
0.836994309383801,1
0.702346901172982,1
0.32839056451745,0
0.791375160905397,1
0.157608887600128,0
0.279265667137623,0
0.20370181679116,0
0.123544768467501,0
0.584395691931924,1
0.428725474581,0
0.591834100208618,0
0.563174338304192,0
0.426945138997009,0
0.482646034787536,1
0.920082494163036,1
0.483125267218302,0
0.593106082064102,1
0.683157613552812,0
0.73598966910462,1
0.836114114501704,1
0.762967102931436,1
0.347046352800208,1
0.515465179360758,1
0.700775561050126,1
0.545959673653803,1
0.604023882645115,1
0.218838353999157,0
0.36458415712143,1
0.534244355057448,0
0.277141466900375,0
0.840819227084402,1
0.207331615032135,0
0.474588327224651,0
0.318482808898564,0
0.204541574220224,1
0.601320298018629,1
0.720906401368617,1
0.0954776804521677,0
0.586510644396543,0
0.671755242025472,0
0.860329020676282,1
0.167067214514997,0
0.475645316843951,1
0.292547978021033,0
0.795528494883649,1
0.500283623460844,0
0.370359762900985,1
0.597832815950905,1
0.812899873799429,1
0.370153002130966,0
0.666984115989799,1
0.527991472896862,0
0.22405481761432,0
0.271648626473581,0
0.475297860865691,1
0.479723464654842,0
0.49017848118035,1
0.521939012279503,0
0.28998568106973,0
0.320139604118151,1
0.488150311687304,1
0.654439547043017,0
0.138896158278563,0
0.623610442794325,1
0.396727948324312,0
0.431577889297277,0
0.817158505306454,1
0.331180963252707,0
0.20801490441872,1
0.668586515745303,0
0.779799601138205,1
0.892059104527942,1
0.0119756205342465,0
0.397224297256205,0
0.250838620868664,0
0.90923779339287,1
0.315511271921582,0
0.204223113315277,0
0.336890843882031,1
0.233010826472445,0
0.30735444331392,0
0.581242048132092,0
0.805544523053315,1
0.582772317579357,1
0.848718209715458,0
0.774554183669644,1
0.740184108278109,1
0.867283148923018,0
0.227385538340365,0
0.269688955528192,0
0.796061444644878,1
0.604000874557237,1
0.643051197689594,1
0.48286173711243,1
0.781814887887548,1
0.234232091302071,1
0.740624395909895,0
0.59083807899489,1
0.642426565627695,0
0.630347774691236,1
0.763236970162334,1
0.277928739363386,0
0.373545118111686,1
0.785588895546712,0
0.753325688239654,1
0.70869602531704,1
0.140725690012066,1
0.549255248143927,0
0.121102253183292,1
0.429993049027672,0
0.610306095448989,0
0.818826835623353,1
0.726326715676755,1
0.713599176406246,1
0.494257578569251,0
0.379270931350433,0
0.756024879196138,1
0.600853593213786,0
0.923671095618182,0
0.609659784671821,1
0.656704157210788,0
0.90977712190189,1
0.577010516069224,0
0.484010177951766,1
0.236264328341774,0
0.597595840479951,0
0.927248770557039,1
0.626120356589347,1
0.663655238737484,0
0.170572989844159,0
0.086149999517147,1
0.845481129995645,1
0.529310831349016,1
0.560408970757076,1
0.232078881895721,0
0.235326697077316,0
0.269931085663845,0
0.618187851113968,1
0.568029594713073,1
0.577483406645274,1
0.773059049348782,1
0.296289288585083,0
0.269812170528938,0
0.838705753758414,0
0.311190899674805,0
0.63366711016045,1
0.798650329983623,1
0.435869514722103,1
0.142888854988112,0
0.4695771205499,1
0.768173494938045,1
0.482042602434471,1
0.505735692030335,1
0.229142949586417,0
0.57749985760283,0
0.291538091848829,0
0.577649070637645,1
0.121476600298876,0
0.76881545668352,1
0.622954759304585,1
0.454617725241659,0
0.4044001545162,0
0.358182598943418,0
0.606421066059046,1
0.414219401453054,0
0.830924772016638,1
0.0372937353399308,0
0.654805544241239,1
0.776568107288969,1
0.472793181487112,1
0.557345283064212,1
0.679862470917497,0
0.491396919684639,0
0.656832594562253,1
0.811091994981755,1
0.182222494038381,0
0.736118852547851,0
0.696756859416658,0
0.477534186446676,0
0.551465138093186,0
0.690504225801387,1
0.666305540044903,1
0.269911593147197,0
0.575279107115189,1
0.713439493060046,1
0.361811362156284,0
0.22666562257016,0
0.202650141159353,0
0.178485415854874,1
0.527409559790642,1
0.6571640981657,0
0.461800391876877,1
0.379658142327153,1
0.833094884602013,1
0.652916238661198,0
0.314945950851825,0
0.773805929697489,1
0.387001817849631,0
0.717357430547173,1
0.558645595475799,0
0.581746929437017,0
0.111758482768359,0
0.0694503119235725,0
0.194000277050022,0
0.292029564668722,0
0.727425024541527,1
0.919208509371711,1
0.185922873407874,0
0.853951862947881,1
0.591009800477976,0
0.605611261266171,1
0.291293655928274,1
0.674628516416689,0
0.232897070024365,0
0.573411640175939,0
0.373340953430124,1
0.483167989093027,1
0.0298599123192768,0
0.215974701914603,0
0.428607296101527,0
0.285748499929578,0
0.566724903550491,0
0.702185068955212,0
0.318592853242499,1
0.830138658553477,1
0.328827604736137,0
0.835817374794113,1
0.651408062673034,0
0.171058251146597,0
0.369627942141138,1
0.430647853273649,0
0.306503879757887,0
0.572962026176676,0
0.775937997193904,1
0.233621249687032,0
0.790791379531919,1
0.44655379690858,0
0.296011135149357,0
0.65682779122,0
0.960945349969431,1
0.321008028310694,1
0.899825253789518,1
0.406813484765935,0
0.566756973895215,1
0.414169547221746,1
0.587946141557387,0
0.496055405149304,1
0.448263996343182,1
0.59286418863388,1
0.144678533865908,0
0.349517354170824,0
0.620038319641504,0
0.631231805086105,1
0.467409556616582,0
0.655725635455412,0
0.663182467373584,1
0.468914208898966,0
0.31035062669511,0
0.821341166683151,1
0.106231853302007,0
0.641995602887773,1
0.574953846037136,1
0.235995570710461,0
0.653432273914472,0
0.0390819576429879,0
0.465503758395356,1
0.410765071812611,1
0.50364742218138,1
0.869253627199943,1
0.353466434785318,1
0.56978097437546,1
0.393052130860292,1
0.692115880404182,1
0.892956445477173,1
0.831788282533991,1
0.715239565712277,1
0.414907318392987,0
0.375745487683046,1
0.26191967370328,0
0.575747854189341,0
0.496987064127353,1
0.247982651801172,0
0.36428206542032,1
0.380343027292996,0
0.393997951573911,1
0.33734999579502,0
0.551239140279078,0
0.175773054859126,0
0.300040621684967,0
0.70880866682056,1
0.457274200157381,0
0.196002672960982,0
0.587264478800162,1
0.456680776106549,1
0.448412723342653,0
0.534061880562752,1
0.258575680606903,0
0.486453865287897,1
0.539128299234499,1
0.23076871499576,1
0.851027088688014,0
0.353742071989585,0
0.308920899244128,1
0.437596407742886,1
0.64860318909437,1
0.46733252440199,1
0.610157428590828,1
0.602120750597327,1
0.57232032125661,1
0.18323654314078,0
0.075890603240606,0
0.494878242844913,1
0.734440239609282,1
0.562002246109097,0
0.491596596431408,0
0.608909069921542,1
0.460161860638353,1
0.115500868413273,0
0.104372414377831,0
0.128757736602027,0
0.269890828910806,0
0.297229093265275,0
0.348756451195271,1
0.448806102113191,0
0.30772630782693,1
0.342661424615328,1
0.190670841985341,0
0.258093780124172,1
0.677271464764097,1
0.33526073686429,1
0.405707326998473,0
0.269215701177008,0
0.601713347846377,1
0.10074864937912,0
0.838545207949941,1
0.810141665930993,0
0.819371043499548,1
0.818885077845264,0
0.94959223006167,1
0.136483694075788,0
0.675577448842279,0
0.475154499679831,1
0.860964237464605,1
0.872750283710889,1
0.740940611183412,1
0.723780478252493,0
0.570392214911742,1
0.959618754224008,1
